"district","sex","age_category","population"
"內湖區","男","95~99",198
"內湖區","男","0",930
"內湖區","男","1",893
"內湖區","男","2",1026
"內湖區","男","3",1130
"內湖區","男","4",1193
"內湖區","男","5",1305
"內湖區","男","6",1297
"內湖區","男","7",1519
"內湖區","男","8",1594
"內湖區","男","9",1472
"內湖區","男","10",1360
"內湖區","男","11",1594
"內湖區","男","12",1378
"內湖區","男","13",1122
"內湖區","男","14",1230
"內湖區","男","15",1260
"內湖區","男","16",1222
"內湖區","男","17",1181
"內湖區","男","18",1138
"內湖區","男","19",1196
"內湖區","男","20",1112
"內湖區","男","21",1287
"內湖區","男","22",1250
"內湖區","男","23",1596
"內湖區","男","24",1523
"內湖區","男","25",1446
"內湖區","男","26",1686
"內湖區","男","27",1686
"內湖區","男","28",1804
"內湖區","男","29",1771
"內湖區","男","30",1805
"內湖區","男","31",1795
"內湖區","男","32",1830
"內湖區","男","33",1992
"內湖區","男","34",1806
"內湖區","男","35",1980
"內湖區","男","36",1857
"內湖區","男","37",1714
"內湖區","男","38",2050
"內湖區","男","39",2131
"內湖區","男","40",2233
"內湖區","男","41",2403
"內湖區","男","42",2335
"內湖區","男","43",2324
"內湖區","男","44",2346
"內湖區","男","45",2151
"內湖區","男","46",1905
"內湖區","男","47",2185
"內湖區","男","48",1892
"內湖區","男","49",1757
"內湖區","男","50",1797
"內湖區","男","51",1632
"內湖區","男","52",1735
"內湖區","男","53",1836
"內湖區","男","54",1858
"內湖區","男","55",1846
"內湖區","男","56",1744
"內湖區","男","57",1733
"內湖區","男","58",1856
"內湖區","男","59",1935
"內湖區","男","60",1972
"內湖區","男","61",1897
"內湖區","男","62",1912
"內湖區","男","63",1888
"內湖區","男","64",1876
"內湖區","男","65",1969
"內湖區","男","66",1826
"內湖區","男","67",1965
"內湖區","男","68",1853
"內湖區","男","69",1733
"內湖區","男","70",1652
"內湖區","男","71",1547
"內湖區","男","72",1377
"內湖區","男","73",1142
"內湖區","男","74",1041
"內湖區","男","75",885
"內湖區","男","76",726
"內湖區","男","77",578
"內湖區","男","78",419
"內湖區","男","79",457
"內湖區","男","80",415
"內湖區","男","81",354
"內湖區","男","82",317
"內湖區","男","83",288
"內湖區","男","84",249
"內湖區","男","85",213
"內湖區","男","86",181
"內湖區","男","87",156
"內湖區","男","88",150
"內湖區","男","89",99
"內湖區","男","90",117
"內湖區","男","91",111
"內湖區","男","92",109
"內湖區","男","93",104
"內湖區","男","94",86
"內湖區","男","95",68
"內湖區","男","96",54
"內湖區","男","97",32
"內湖區","男","98",25
"內湖區","男","99",19
"內湖區","男","100",39
"內湖區","男","總計",130565
"內湖區","女","0~4",5029
"內湖區","女","5~9",6791
"內湖區","女","10~14",6412
"內湖區","女","15~19",5479
"內湖區","女","20~24",6317
"內湖區","女","25~29",8115
"內湖區","女","30~34",9670
"內湖區","女","35~39",11162
"內湖區","女","40~44",13121
"內湖區","女","45~49",11736
"內湖區","女","50~54",10721
"內湖區","女","55~59",11311
"內湖區","女","60~64",11911
"內湖區","女","65~69",10961
"內湖區","女","70~74",7768
"內湖區","女","75~79",3704
"內湖區","女","80~84",2631
"內湖區","女","85~89",1699
"內湖區","女","90~94",810
"內湖區","女","95~99",216
"內湖區","女","0",893
"內湖區","女","1",876
"內湖區","女","2",1049
"內湖區","女","3",1046
"內湖區","女","4",1165
"內湖區","女","5",1219
"內湖區","女","6",1283
"內湖區","女","7",1380
"內湖區","女","8",1418
"內湖區","女","9",1491
"內湖區","女","10",1312
"內湖區","女","11",1541
"內湖區","女","12",1285
"內湖區","女","13",1076
"內湖區","女","14",1198
"內湖區","女","15",1070
"內湖區","女","16",1175
"內湖區","女","17",1160
"內湖區","女","18",1003
"內湖區","女","19",1071
"內湖區","女","20",1046
"內湖區","女","21",1149
"內湖區","女","22",1202
"內湖區","女","23",1542
"內湖區","女","24",1378
"內湖區","女","25",1291
"內湖區","女","26",1644
"內湖區","女","27",1696
"內湖區","女","28",1767
"內湖區","女","29",1717
"內湖區","女","30",1889
"內湖區","女","31",1883
"內湖區","女","32",1883
"內湖區","女","33",2007
"內湖區","女","34",2008
"內湖區","女","35",2323
"內湖區","女","36",2070
"內湖區","女","37",2080
"內湖區","女","38",2308
"內湖區","女","39",2381
"內湖區","女","40",2573
"內湖區","女","41",2558
"內湖區","女","42",2700
"內湖區","女","43",2592
"內湖區","女","44",2698
"內湖區","女","45",2524
"內湖區","女","46",2303
"內湖區","女","47",2627
"內湖區","女","48",2171
"內湖區","女","49",2111
"內湖區","女","50",1997
"內湖區","女","51",2066
"內湖區","女","52",2177
"內湖區","女","53",2221
"內湖區","女","54",2260
"內湖區","女","55",2199
"內湖區","女","56",2231
"內湖區","女","57",2212
"內湖區","女","58",2304
"內湖區","女","59",2365
"內湖區","女","60",2407
"內湖區","女","61",2438
"內湖區","女","62",2344
"內湖區","女","63",2356
"內湖區","女","64",2366
"內湖區","女","65",2346
"內湖區","女","66",2253
"內湖區","女","67",2270
"內湖區","女","68",2174
"內湖區","女","69",1918
"內湖區","女","70",1789
"內湖區","女","71",1705
"內湖區","女","72",1612
"內湖區","女","73",1396
"內湖區","女","74",1266
"內湖區","女","75",1010
"內湖區","女","76",867
"內湖區","女","77",638
"內湖區","女","78",570
"內湖區","女","79",619
"內湖區","女","80",612
"內湖區","女","81",517
"內湖區","女","82",524
"內湖區","女","83",497
"內湖區","女","84",481
"內湖區","女","85",439
"內湖區","女","86",350
"內湖區","女","87",362
"內湖區","女","88",309
"內湖區","女","89",239
"內湖區","女","90",226
"內湖區","女","91",185
"內湖區","女","92",160
"內湖區","女","93",130
"內湖區","女","94",109
"內湖區","女","95",76
"內湖區","女","96",57
"內湖區","女","97",39
"內湖區","女","98",26
"內湖區","女","99",18
"內湖區","女","100",44
"內湖區","女","總計",145608
"士林區","計","0~4",8337
"士林區","計","5~9",11007
"士林區","計","10~14",10836
"士林區","計","15~19",10695
"士林區","計","20~24",12307
"士林區","計","25~29",15237
"士林區","計","30~34",16249
"士林區","計","35~39",18403
"士林區","計","40~44",22158
"士林區","計","45~49",20426
"士林區","計","50~54",19306
"士林區","計","55~59",19496
"士林區","計","60~64",20458
"士林區","計","65~69",20995
"士林區","計","70~74",17815
"士林區","計","75~79",9646
"士林區","計","80~84",6945
"士林區","計","85~89",3947
"士林區","計","90~94",1926
"士林區","計","95~99",561
"士林區","計","0",1493
"士林區","計","1",1467
"士林區","計","2",1722
"士林區","計","3",1732
"士林區","計","4",1923
"士林區","計","5",1985
"士林區","計","6",2129
"士林區","計","7",2184
"士林區","計","8",2341
"士林區","計","9",2368
"士林區","計","10",2055
"士林區","計","11",2536
"士林區","計","12",2279
"士林區","計","13",1877
"士林區","計","14",2089
"士林區","計","15",2073
"士林區","計","16",2220
"士林區","計","17",2143
"士林區","計","18",2112
"士林區","計","19",2147
"士林區","計","20",2102
"士林區","計","21",2311
"士林區","計","22",2310
"士林區","計","23",2859
"士林區","計","24",2725
"士林區","計","25",2607
"士林區","計","26",3117
"士林區","計","27",2984
"士林區","計","28",3275
"士林區","計","29",3254
"士林區","計","30",3219
"士林區","計","31",3098
"士林區","計","32",3190
"士林區","計","33",3455
"士林區","計","34",3287
"士林區","計","35",3743
"士林區","計","36",3319
"士林區","計","37",3353
"士林區","計","38",3804
"士林區","計","39",4184
"士林區","計","40",4223
"士林區","計","41",4502
"士林區","計","42",4563
"士林區","計","43",4457
"士林區","計","44",4413
"士林區","計","45",4376
"士林區","計","46",3927
"士林區","計","47",4550
"士林區","計","48",3774
"士林區","計","49",3799
"士林區","計","50",3725
"士林區","計","51",3628
"士林區","計","52",3862
"士林區","計","53",4025
"士林區","計","54",4066
"士林區","計","55",3962
"士林區","計","56",3749
"士林區","計","57",3925
"士林區","計","58",3894
"士林區","計","59",3966
"士林區","計","60",4125
"士林區","計","61",3995
"士林區","計","62",4025
"士林區","計","63",4109
"士林區","計","64",4204
"士林區","計","65",4277
"士林區","計","66",4099
"士林區","計","67",4272
"士林區","計","68",4225
"士林區","計","69",4122
"士林區","計","70",3820
"士林區","計","71",3859
"士林區","計","72",3803
"士林區","計","73",3308
"士林區","計","74",3025
"士林區","計","75",2519
"士林區","計","76",2320
"士林區","計","77",1754
"士林區","計","78",1432
"士林區","計","79",1621
"士林區","計","80",1549
"士林區","計","81",1508
"士林區","計","82",1373
"士林區","計","83",1301
"士林區","計","84",1214
"士林區","計","85",1021
"士林區","計","86",921
"士林區","計","87",737
"士林區","計","88",691
"士林區","計","89",577
"士林區","計","90",531
"士林區","計","91",433
"士林區","計","92",398
"士林區","計","93",293
"士林區","計","94",271
"士林區","計","95",169
"士林區","計","96",147
"士林區","計","97",113
"士林區","計","98",90
"士林區","計","99",42
"士林區","計","100",91
"士林區","計","總計",266841
"士林區","男","0~4",4272
"士林區","男","5~9",5654
"士林區","男","10~14",5637
"士林區","男","15~19",5627
"士林區","男","20~24",6482
"士林區","男","25~29",7689
"士林區","男","30~34",8080
"士林區","男","35~39",8824
"士林區","男","40~44",10504
"士林區","男","45~49",9706
"士林區","男","50~54",9166
"士林區","男","55~59",9240
"士林區","男","60~64",9400
"士林區","男","65~69",9632
"士林區","男","70~74",8177
"士林區","男","75~79",4246
"士林區","男","80~84",2905
"士林區","男","85~89",1492
"士林區","男","90~94",763
"士林區","男","95~99",230
"士林區","男","0",770
"士林區","男","1",741
"士林區","男","2",877
"士林區","男","3",894
"士林區","男","4",990
"士林區","男","5",1017
"士林區","男","6",1067
"士林區","男","7",1130
"士林區","男","8",1208
"士林區","男","9",1232
"士林區","男","10",1090
"士林區","男","11",1330
"士林區","男","12",1199
"士林區","男","13",953
"士林區","男","14",1065
"士林區","男","15",1103
"士林區","男","16",1128
"士林區","男","17",1140
"士林區","男","18",1125
"士林區","男","19",1131
"士林區","男","20",1079
"士林區","男","21",1248
"士林區","男","22",1197
"士林區","男","23",1509
"士林區","男","24",1449
"士林區","男","25",1300
"士林區","男","26",1591
"士林區","男","27",1515
"士林區","男","28",1669
"士林區","男","29",1614
"士林區","男","30",1628
"士林區","男","31",1583
"士林區","男","32",1570
"士林區","男","33",1728
"士林區","男","34",1571
"士林區","男","35",1821
"士林區","男","36",1604
"士林區","男","37",1546
"士林區","男","38",1830
"士林區","男","39",2023
"士林區","男","40",1938
"士林區","男","41",2177
"士林區","男","42",2204
"士林區","男","43",2121
"士林區","男","44",2064
"士林區","男","45",2106
"士林區","男","46",1901
"士林區","男","47",2158
"士林區","男","48",1745
"士林區","男","49",1796
"士林區","男","50",1818
"士林區","男","51",1730
"士林區","男","52",1820
"士林區","男","53",1940
"士林區","男","54",1858
"士林區","男","55",1879
"士林區","男","56",1811
"士林區","男","57",1863
"士林區","男","58",1856
"士林區","男","59",1831
"士林區","男","60",1884
"士林區","男","61",1836
"士林區","男","62",1840
"士林區","男","63",1918
"士林區","男","64",1922
"士林區","男","65",1950
"士林區","男","66",1854
"士林區","男","67",1976
"士林區","男","68",1959
"士林區","男","69",1893
"士林區","男","70",1798
"士林區","男","71",1757
"士林區","男","72",1786
"士林區","男","73",1447
"士林區","男","74",1389
"士林區","男","75",1122
"士林區","男","76",1067
"士林區","男","77",762
"士林區","男","78",605
"士林區","男","79",690
"士林區","男","80",662
"士林區","男","81",640
"士林區","男","82",566
"士林區","男","83",552
"士林區","男","84",485
"士林區","男","85",405
"士林區","男","86",352
"士林區","男","87",267
"士林區","男","88",261
"士林區","男","89",207
"士林區","男","90",209
"士林區","男","91",172
"士林區","男","92",155
"士林區","男","93",124
"士林區","男","94",103
"士林區","男","95",71
"士林區","男","96",64
"士林區","男","97",43
"士林區","男","98",36
"士林區","男","99",16
"士林區","男","100",39
"士林區","男","總計",127765
"士林區","女","0~4",4065
"士林區","女","5~9",5353
"士林區","女","10~14",5199
"士林區","女","15~19",5068
"士林區","女","20~24",5825
"士林區","女","25~29",7548
"士林區","女","30~34",8169
"士林區","女","35~39",9579
"士林區","女","40~44",11654
"士林區","女","45~49",10720
"士林區","女","50~54",10140
"士林區","女","55~59",10256
"士林區","女","60~64",11058
"士林區","女","65~69",11363
"士林區","女","70~74",9638
"士林區","女","75~79",5400
"士林區","女","80~84",4040
"士林區","女","85~89",2455
"士林區","女","90~94",1163
"士林區","女","95~99",331
"士林區","女","0",723
"士林區","女","1",726
"士林區","女","2",845
"士林區","女","3",838
"士林區","女","4",933
"士林區","女","5",968
"士林區","女","6",1062
"士林區","女","7",1054
"士林區","女","8",1133
"士林區","女","9",1136
"士林區","女","10",965
"士林區","女","11",1206
"士林區","女","12",1080
"士林區","女","13",924
"士林區","女","14",1024
"士林區","女","15",970
"士林區","女","16",1092
"士林區","女","17",1003
"士林區","女","18",987
"士林區","女","19",1016
"士林區","女","20",1023
"士林區","女","21",1063
"士林區","女","22",1113
"士林區","女","23",1350
"士林區","女","24",1276
"士林區","女","25",1307
"士林區","女","26",1526
"士林區","女","27",1469
"士林區","女","28",1606
"士林區","女","29",1640
"士林區","女","30",1591
"士林區","女","31",1515
"士林區","女","32",1620
"士林區","女","33",1727
"士林區","女","34",1716
"士林區","女","35",1922
"士林區","女","36",1715
"士林區","女","37",1807
"士林區","女","38",1974
"士林區","女","39",2161
"士林區","女","40",2285
"士林區","女","41",2325
"士林區","女","42",2359
"士林區","女","43",2336
"士林區","女","44",2349
"士林區","女","45",2270
"士林區","女","46",2026
"士林區","女","47",2392
"士林區","女","48",2029
"士林區","女","49",2003
"士林區","女","50",1907
"士林區","女","51",1898
"士林區","女","52",2042
"士林區","女","53",2085
"士林區","女","54",2208
"士林區","女","55",2083
"士林區","女","56",1938
"士林區","女","57",2062
"士林區","女","58",2038
"士林區","女","59",2135
"士林區","女","60",2241
"士林區","女","61",2159
"士林區","女","62",2185
"士林區","女","63",2191
"士林區","女","64",2282
"士林區","女","65",2327
"士林區","女","66",2245
"士林區","女","67",2296
"士林區","女","68",2266
"士林區","女","69",2229
"士林區","女","70",2022
"士林區","女","71",2102
"士林區","女","72",2017
"士林區","女","73",1861
"士林區","女","74",1636
"士林區","女","75",1397
"士林區","女","76",1253
"士林區","女","77",992
"士林區","女","78",827
"士林區","女","79",931
"士林區","女","80",887
"士林區","女","81",868
"士林區","女","82",807
"士林區","女","83",749
"士林區","女","84",729
"士林區","女","85",616
"士林區","女","86",569
"士林區","女","87",470
"士林區","女","88",430
"士林區","女","89",370
"士林區","女","90",322
"士林區","女","91",261
"士林區","女","92",243
"士林區","女","93",169
"士林區","女","94",168
"士林區","女","95",98
"士林區","女","96",83
"士林區","女","97",70
"士林區","女","98",54
"士林區","女","99",26
"士林區","女","100",52
"士林區","女","總計",139076
"北投區","計","0~4",7963
"北投區","計","5~9",10885
"北投區","計","10~14",11064
"北投區","計","15~19",9840
"北投區","計","20~24",11245
"北投區","計","25~29",13530
"北投區","計","30~34",14938
"北投區","計","35~39",16649
"北投區","計","40~44",21131
"北投區","計","45~49",19643
"北投區","計","50~54",18238
"北投區","計","55~59",17457
"北投區","計","60~64",18057
"北投區","計","65~69",17790
"北投區","計","70~74",14983
"北投區","計","75~79",8110
"北投區","計","80~84",5671
"北投區","計","85~89",3025
"北投區","計","90~94",1564
"北投區","計","95~99",501
"北投區","計","0",1373
"北投區","計","1",1373
"北投區","計","2",1620
"北投區","計","3",1726
"北投區","計","4",1871
"北投區","計","5",1864
"北投區","計","6",2067
"北投區","計","7",2206
"北投區","計","8",2292
"北投區","計","9",2456
"北投區","計","10",2221
"北投區","計","11",2624
"北投區","計","12",2299
"北投區","計","13",1869
"北投區","計","14",2051
"北投區","計","15",2018
"北投區","計","16",2018
"北投區","計","17",1919
"北投區","計","18",1936
"北投區","計","19",1949
"北投區","計","20",1953
"北投區","計","21",2060
"北投區","計","22",2169
"北投區","計","23",2566
"北投區","計","24",2497
"北投區","計","25",2259
"北投區","計","26",2745
"北投區","計","27",2800
"北投區","計","28",2862
"北投區","計","29",2864
"北投區","計","30",2953
"北投區","計","31",2842
"北投區","計","32",2978
"北投區","計","33",3144
"北投區","計","34",3021
"北投區","計","35",3431
"北投區","計","36",2991
"北投區","計","37",2957
"北投區","計","38",3535
"北投區","計","39",3735
"北投區","計","40",3949
"北投區","計","41",4151
"北投區","計","42",4447
"北投區","計","43",4253
"北投區","計","44",4331
"北投區","計","45",4175
"北投區","計","46",3719
"北投區","計","47",4400
"北投區","計","48",3714
"北投區","計","49",3635
"北投區","計","50",3580
"北投區","計","51",3570
"北投區","計","52",3690
"北投區","計","53",3738
"北投區","計","54",3660
"北投區","計","55",3605
"北投區","計","56",3366
"北投區","計","57",3361
"北投區","計","58",3536
"北投區","計","59",3589
"北投區","計","60",3574
"北投區","計","61",3600
"北投區","計","62",3613
"北投區","計","63",3639
"北投區","計","64",3631
"北投區","計","65",3671
"北投區","計","66",3480
"北投區","計","67",3584
"北投區","計","68",3643
"北投區","計","69",3412
"北投區","計","70",3299
"北投區","計","71",3262
"北投區","計","72",3155
"北投區","計","73",2772
"北投區","計","74",2495
"北投區","計","75",2142
"北投區","計","76",1820
"北投區","計","77",1469
"北投區","計","78",1218
"北投區","計","79",1461
"北投區","計","80",1294
"北投區","計","81",1240
"北投區","計","82",1151
"北投區","計","83",1051
"北投區","計","84",935
"北投區","計","85",779
"北投區","計","86",706
"北投區","計","87",603
"北投區","計","88",506
"北投區","計","89",431
"北投區","計","90",424
"北投區","計","91",381
"北投區","計","92",300
"北投區","計","93",256
"北投區","計","94",203
"北投區","計","95",164
"北投區","計","96",128
"北投區","計","97",106
"北投區","計","98",64
"北投區","計","99",39
"北投區","計","100",95
"北投區","計","總計",242379
"北投區","男","0~4",4100
"北投區","男","5~9",5687
"北投區","男","10~14",5771
"北投區","男","15~19",5053
"北投區","男","20~24",5724
"北投區","男","25~29",6839
"北投區","男","30~34",7466
"北投區","男","35~39",8061
"北投區","男","40~44",9901
"北投區","男","45~49",9399
"北投區","男","50~54",8485
"北投區","男","55~59",8151
"北投區","男","60~64",8210
"北投區","男","65~69",8022
"北投區","男","70~74",6733
"北投區","男","75~79",3561
"北投區","男","80~84",2307
"北投區","男","85~89",1103
"北投區","男","90~94",655
"北投區","男","95~99",206
"北投區","男","0",702
"北投區","男","1",656
"北投區","男","2",866
"北投區","男","3",894
"北投區","男","4",982
"北投區","男","5",996
"北投區","男","6",1055
"北投區","男","7",1185
"北投區","男","8",1197
"北投區","男","9",1254
"北投區","男","10",1150
"北投區","男","11",1399
"北投區","男","12",1209
"北投區","男","13",962
"北投區","男","14",1051
"北投區","男","15",1057
"北投區","男","16",1017
"北投區","男","17",965
"北投區","男","18",988
"北投區","男","19",1026
"北投區","男","20",991
"北投區","男","21",1071
"北投區","男","22",1077
"北投區","男","23",1308
"北投區","男","24",1277
"北投區","男","25",1164
"北投區","男","26",1403
"北投區","男","27",1414
"北投區","男","28",1449
"北投區","男","29",1409
"北投區","男","30",1459
"北投區","男","31",1388
"北投區","男","32",1555
"北投區","男","33",1545
"北投區","男","34",1519
"北投區","男","35",1670
"北投區","男","36",1464
"北投區","男","37",1406
"北投區","男","38",1707
"北投區","男","39",1814
"北投區","男","40",1874
"北投區","男","41",1966
"北投區","男","42",2050
"北投區","男","43",2016
"北投區","男","44",1995
"北投區","男","45",1944
"北投區","男","46",1794
"北投區","男","47",2128
"北投區","男","48",1793
"北投區","男","49",1740
"北投區","男","50",1730
"北投區","男","51",1692
"北投區","男","52",1726
"北投區","男","53",1696
"北投區","男","54",1641
"北投區","男","55",1679
"北投區","男","56",1596
"北投區","男","57",1574
"北投區","男","58",1646
"北投區","男","59",1656
"北投區","男","60",1653
"北投區","男","61",1616
"北投區","男","62",1655
"北投區","男","63",1618
"北投區","男","64",1668
"北投區","男","65",1685
"北投區","男","66",1564
"北投區","男","67",1560
"北投區","男","68",1678
"北投區","男","69",1535
"北投區","男","70",1501
"北投區","男","71",1501
"北投區","男","72",1402
"北投區","男","73",1254
"北投區","男","74",1075
"北投區","男","75",962
"北投區","男","76",772
"北投區","男","77",660
"北投區","男","78",525
"北投區","男","79",642
"北投區","男","80",546
"北投區","男","81",522
"北投區","男","82",458
"北投區","男","83",425
"北投區","男","84",356
"北投區","男","85",288
"北投區","男","86",262
"北投區","男","87",223
"北投區","男","88",163
"北投區","男","89",167
"北投區","男","90",160
"北投區","男","91",164
"北投區","男","92",136
"北投區","男","93",111
"北投區","男","94",84
"北投區","男","95",76
"北投區","男","96",51
"北投區","男","97",49
"北投區","男","98",19
"北投區","男","99",11
"北投區","男","100",34
"北投區","男","總計",115468
"北投區","女","0~4",3863
"北投區","女","5~9",5198
"北投區","女","10~14",5293
"北投區","女","15~19",4787
"北投區","女","20~24",5521
"北投區","女","25~29",6691
"北投區","女","30~34",7472
"北投區","女","35~39",8588
"北投區","女","40~44",11230
"北投區","女","45~49",10244
"北投區","女","50~54",9753
"北投區","女","55~59",9306
"北投區","女","60~64",9847
"北投區","女","65~69",9768
"北投區","女","70~74",8250
"北投區","女","75~79",4549
"北投區","女","80~84",3364
"北投區","女","85~89",1922
"北投區","女","90~94",909
"北投區","女","95~99",295
"北投區","女","0",671
"北投區","女","1",717
"北投區","女","2",754
"北投區","女","3",832
"北投區","女","4",889
"北投區","女","5",868
"北投區","女","6",1012
"北投區","女","7",1021
"北投區","女","8",1095
"北投區","女","9",1202
"北投區","女","10",1071
"北投區","女","11",1225
"北投區","女","12",1090
"北投區","女","13",907
"北投區","女","14",1000
"北投區","女","15",961
"北投區","女","16",1001
"北投區","女","17",954
"北投區","女","18",948
"北投區","女","19",923
"北投區","女","20",962
"北投區","女","21",989
"北投區","女","22",1092
"北投區","女","23",1258
"北投區","女","24",1220
"北投區","女","25",1095
"北投區","女","26",1342
"北投區","女","27",1386
"北投區","女","28",1413
"北投區","女","29",1455
"北投區","女","30",1494
"北投區","女","31",1454
"北投區","女","32",1423
"北投區","女","33",1599
"北投區","女","34",1502
"北投區","女","35",1761
"北投區","女","36",1527
"北投區","女","37",1551
"北投區","女","38",1828
"北投區","女","39",1921
"北投區","女","40",2075
"北投區","女","41",2185
"北投區","女","42",2397
"北投區","女","43",2237
"北投區","女","44",2336
"北投區","女","45",2231
"北投區","女","46",1925
"北投區","女","47",2272
"北投區","女","48",1921
"北投區","女","49",1895
"北投區","女","50",1850
"北投區","女","51",1878
"北投區","女","52",1964
"北投區","女","53",2042
"北投區","女","54",2019
"北投區","女","55",1926
"北投區","女","56",1770
"北投區","女","57",1787
"北投區","女","58",1890
"北投區","女","59",1933
"北投區","女","60",1921
"北投區","女","61",1984
"北投區","女","62",1958
"北投區","女","63",2021
"北投區","女","64",1963
"北投區","女","65",1986
"北投區","女","66",1916
"北投區","女","67",2024
"北投區","女","68",1965
"北投區","女","69",1877
"北投區","女","70",1798
"北投區","女","71",1761
"北投區","女","72",1753
"北投區","女","73",1518
"北投區","女","74",1420
"北投區","女","75",1180
"北投區","女","76",1048
"北投區","女","77",809
"北投區","女","78",693
"北投區","女","79",819
"北投區","女","80",748
"北投區","女","81",718
"北投區","女","82",693
"北投區","女","83",626
"北投區","女","84",579
"北投區","女","85",491
"北投區","女","86",444
"北投區","女","87",380
"北投區","女","88",343
"北投區","女","89",264
"北投區","女","90",264
"北投區","女","91",217
"北投區","女","92",164
"北投區","女","93",145
"北投區","女","94",119
"北投區","女","95",88
"北投區","女","96",77
"北投區","女","97",57
"北投區","女","98",45
"北投區","女","99",28
"北投區","女","100",61
"北投區","女","總計",126911
